Protocolo,Data,Assunto,Situação,Regime,Autoria
00210/2024,24/06/2023,Implantação de área de uma de lazer e esportes no Bairro Nova Aparecida.,Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00209/2024,24/06/2023,"Substituição da placa toponímica da Rua Miguel Assad, no Bairro Nova Aparecida.",Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00208/2024,24/06/2023,"Disponibilizar trenzinho para as crianças, oferecendo passeios pelas ruas centrais do município.",Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00207/2024,24/06/2023,"Realizar anualmente uma Festa Junina, nas Praças Cesário Mota e Rodrigues de Abreu.",Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00206/2024,23/06/2023,Implantar em Capivari um Programa Municipal de Auxílio ao Esporte – “Bolsa Atleta”.,Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00205/2024,22/06/2023,"Elaboração de Projeto de Lei, que Institui o “Programa Dinheiro Direto na Escola Municipal – PDDEM”",Aprovada,Ordinário,DENILTON ROCHA DOS SANTOS
00198/2024,22/06/2023,"Manutenção da iluminação no parque (Playground), localizado no Bairro Jardim Santa Rita de Cássia (Trevo), para que os moradores possam utilizar no período noturno.",Aprovada,Ordinário,JOSÉ EDUARDO BOMBONATTI
00194/2024,22/06/2023,Estudos visando a criação de uma Secretaria Especial de Promoção da Igualdade Racial no âmbito do Poder Executivo de Capivari.,Aprovada,Ordinário,JEISELE RENATA ROSADA
00193/2024,22/06/2023,"Criação de um Conselho ou Coordenadoria Especial de Promoção da Igualdade Racial, com Fundo no âmbito do Poder Executivo de Capivari.",Aprovada,Ordinário,JEISELE RENATA ROSADA
00192/2024,22/06/2023,Alterar o nome de “Secretaria de Desenvolvimento Social” para “Secretaria de Desenvolvimento Social e Cidadania”.,Aprovada,Ordinário,JEISELE RENATA ROSADA
00191/2024,22/06/2023,"Implantação do projeto “Container Delas”, uma atividade que envolve a Economia Solidária, numa homenagem às mulheres guerreiras e trabalhadoras.",Aprovada,Ordinário,JEISELE RENATA ROSADA
00204/2024,21/06/2023,Viabilize a continuidade ao Projeto da Órtese que se encontra parado na Secretaria dos Direitos das Pessoas com Deficiência.,Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00200/2024,21/06/2023,"Entrar em contato com a Empresa MM Souza solicitando a possibilidade de o pagamento da recarga do cartão de transporte coletivo ser de efetuado de forma on-line, através do site, por meio de boleto com prazo determinado para a compensação, cartão de débito, crédito e pix.",Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00199/2024,21/06/2023,Instalação de placas de nomenclatura nas ruas dos Bairros Jardim Florido e Piazza de Roma.,Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00197/2024,21/06/2023,"Instalar lâmpadas de LED em todas as áreas de lazer e as academias ao livre, existentes no município.",Aprovada,Ordinário,JOSÉ EDUARDO BOMBONATTI
00195/2024,21/06/2023,Estudos para revisar a atualizar o Estatuto do Servidor Público municipal à exemplo da CLT - Consolidação das Leis do Trabalho.,Aprovada,Ordinário,JOSÉ EDUARDO DE CAMPOS PACHECO
00187/2024,21/06/2023,competente realize estudos e após envie a está Casa um Decreto regulamentando a redução de carga horária de trabalho dos servidores que possuem familiares com Deficiência ou Autismo.,Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00190/2024,19/06/2023,"Realize estudos e após envie a está Casa um Projeto de Lei, visando conceder o adicional de insalubridade às merendeiras.",Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00185/2024,19/06/2023,"Recapeamento asfáltico da Rua Pedro Alves, no Bairro São Marcos.",Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00184/2024,19/06/2023,"Reforma da calçada em torno da Escola Municipal de Educação Infantil Benedita Goncalves Quagliato, localizada no Bairro Santo Antônio.",Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00182/2024,14/06/2023,"Revitalização, manutenção e limpeza de todas as Praças existentes no Bairro Alto do Castelani.",Aprovada,Ordinário,ELISSANDRO DA SILVA LEITE - SANDRO MODAS
00181/2024,14/06/2023,"Instalação de um corrimão na rampa de acesso ao prédio da Escola Municipal de Educação Infantil e Ensino Fundamental Maria do Carmo Amaral, no Bairro Morada do Sol.",Aprovada,Ordinário,ODÉSIO DE JESUS FERRAZ
00180/2024,14/06/2023,"a pintura interna e externa do prédio onde está instalado a pré-escola na Escola Municipal de Educação Infantil e Ensino Fundamental Maria do Carmo Amaral, no Bairro Morada do Sol.",Aprovada,Ordinário,ODÉSIO DE JESUS FERRAZ
00178/2024,14/06/2023,"Pintura interna e externa do prédio onde está instalada a creche na Escola Municipal de Educação Infantil e Ensino Fundamental Maria do Carmo Amaral, no Bairro Morada do Sol.",Aprovada,Ordinário,ODÉSIO DE JESUS FERRAZ
00176/2024,14/06/2023,"Manutenção do muro da Escola Municipal de Educação Infantil e Ensino Fundamental Maria do Carmo Amaral, no Bairro Morada do Sol.",Aprovada,Ordinário,ODÉSIO DE JESUS FERRAZ
00172/2024,14/06/2023,Realizar estudos para ligar o Bairro São João Batista e o Loteamento Ismael Sanches com a Avenida Doutor Ênio Pires de Camargo.,Aprovada,Ordinário,"PALOMA TATIANE DA SILVA, JOSÉ EDUARDO BOMBONATTI, DENILTON ROCHA DOS SANTOS"
00167/2024,14/06/2023,Nivelamento do terreno da Creche do Bairro São João Batista.,Aprovada,Ordinário,JOSÉ EDUARDO BOMBONATTI
00174/2024,13/06/2023,"Instalação de forro no teto do pátio da Escola Municipal de Educação Infantil e Ensino Fundamental Maria do Carmo Amaral, no Bairro Morada do Sol.",Aprovada,Ordinário,ODÉSIO DE JESUS FERRAZ
00170/2024,13/06/2023,"Ações educativas para conscientização de motoristas sobre o uso correto das faixas de pedestres, salientando que a preferência é sempre do pedestre.",Aprovada,Ordinário,NELSON DE SOUSA SOARES
00169/2024,13/06/2023,Implantação de parquinho (playground) no Centro Esportivo José Antonelli Neto – Campinho do Fifi.,Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00164/2024,13/06/2023,"Colocação de mais containers na Rua Cristiano Brunheroto, em frente ao número 582, no bairro Jardim São Pedro.",Aprovada,Ordinário,JOSÉ EDUARDO BOMBONATTI
00163/2024,13/06/2023,"Colocação de mais containers na Rua Cristiano Brunheroto, em frente ao número 167, no bairro Jardim São Pedro.",Aprovada,Ordinário,JOSÉ EDUARDO BOMBONATTI
00162/2024,12/06/2023,"Limpeza na Rua Elias Fausto no Bairro Bosque dos Pinheiros, através da operação “cata cacareco” onde se encontram restos de móveis resultante das enchentes.",Aprovada,Ordinário,JOSÉ EDUARDO BOMBONATTI
00161/2024,12/06/2023,Aquisição de 2 veículos adaptados um para atender o Setor de Fisioterapia e outro para atendimento de pacientes da saúde.,Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00160/2024,12/06/2023,"Conserto do alambrado e a instalação de tela no campinho existente na Área de Lazer Gilson Gozzo, no Parque Residencial Bairro Santa Rita.",Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00158/2024,12/06/2023,Restauração da academia ao ar livre existente na Área de Lazer Gilson Gozzo e a instalação de lixeiras.,Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00157/2024,12/06/2023,Viabilize implantar em todos os bairros do município uma área de lazer com brinquedos e campinho de futebol.,Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00132/2024,06/06/2023,"Implantação de ponto de ônibus, na Avenida Marlene do Carmo Rossi, próximo a Ponte Santoro.",Aprovada,Ordinário,ELISSANDRO DA SILVA LEITE - SANDRO MODAS
00131/2024,06/06/2023,Efetuar a pintura identificadora nas rampas de acessibilidade localizadas na Rua Fernando de Barros.,Aprovada,Ordinário,JEISELE RENATA ROSADA
00130/2024,06/06/2023,"Estudos para melhorias de trânsito no cruzamento das Ruas XV de Novembro com a Rua Tiradentes, no centro da cidade.",Aprovada,Ordinário,NELSON DE SOUSA SOARES
00129/2024,06/06/2023,"Implantar em Capivari o “Projeto Quero Vida”, que visa assistir idosos em suas necessidades durante o dia, liberando-os para retornar para as suas casas ao final do dia.",Aprovada,Ordinário,NELSON DE SOUSA SOARES
00128/2024,06/06/2023,"Instalação de rampa de acessibilidade na Rua Fernando de Barros, na altura do número 998.",Aprovada,Ordinário,JOSÉ EDUARDO BOMBONATTI
00127/2024,06/06/2023,"Melhorias no sarjetão localizado entre a Avenida Pio XII e a Rua Antônio Jarussi, próximo ao Posto de Combustível, que está trazendo prejuízos aos proprietários de veículos que precisam circular por aquela localidade.",Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00126/2024,06/06/2023,"Poda de árvores na Avenida Doutor José de Carvalho Júnior, na altura do número 20, no Bairro Vila Fátima (rua do lava-pés).",Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00125/2024,01/06/2023,Cobrar da Concessionaria Rodovias do Tietê para que ela efetue as manutenções necessárias no acostamento da Avenida Doutor Ênio Pires de Camargo.,Aprovada,Ordinário,JOSÉ EDUARDO BOMBONATTI
00124/2024,01/06/2023,Instalação de iluminação no parquinho existente no Bairro Jardim santa Rita de Cássia.,Aprovada,Ordinário,JOSÉ EDUARDO BOMBONATTI
00123/2024,31/05/2023,"Melhorias na malha asfáltica da Rua Antônio Fernandes de Carvalho, no Bairro Rossi, a qual se encontra intransitável.",Aprovada,Ordinário,THIAGO JUNIOR ANESIO BRAGGION
00122/2024,31/05/2023,"Asfaltar a Rua Doutor Humberto Annicchino, saindo do Bairro Jardim São Pedro, sentido Distrito Industrial II Doutor Jovenil Forti.",Aprovada,Ordinário,THIAGO JUNIOR ANESIO BRAGGION
00120/2024,31/05/2023,"Instalação de fitas antiderrapantes nas áreas de acesso do Posto de Saúde do Bairro São João Batista, para cobrir o piso escorregadio, devido aos constantes relatos de quedas, principalmente de idosos.",Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00119/2024,31/05/2023,Construção de calçada e acostamento na Rua Antônio Frederico Ozanan.,Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00118/2024,31/05/2023,"Terminar a construção da calçada no passeio público na Rua Misael Franchi, no Parque Residencial Santa Rita.",Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00117/2024,31/05/2023,Contratar Servidores para atuar como lavador e Mecânico com intuito de cuidar da frota de veículos da Prefeitura.,Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00116/2024,31/05/2023,"Recuperação da malha asfáltica em toda extensão da Rua Sebastião Rossi, no Bairro Alto do Castelani.",Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00115/2024,31/05/2023,"Troca de lâmpadas queimadas em toda extensão da Rua Antônio Frederico Ozanan, até o Cartola.",Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00114/2024,31/05/2023,"Estudos de análise técnica dos profissionais da área, para criar uma UBS (Unidade Básica de Saúde) no Bairro Jardim São Pedro.",Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00121/2024,30/05/2023,"Estudos para proibir o tráfego de caminhões na Rua Leonor Pereira Guimaraes com Rua São Benedito, no Bairro Gênova.",Aprovada,Ordinário,JOSÉ EDUARDO BOMBONATTI
00113/2024,30/05/2023,"Melhorias de trânsito na Avenida Doutor Rodrigues Alves, e a instalação de um redutor de velocidade (lombada) na altura do número 356 (próximo à esquina), com intuito de auxiliar o condutor que está na Rua Madre Valéria e precisa cruzar a avenida, para adentrar na Rua Mário Stênico.",Aprovada,Ordinário,NELSON DE SOUSA SOARES
00112/2024,30/05/2023,"Continuidade do canteiro central da Alameda Faustina Franchi Annicchino, no trecho entre a Santa Casa de Misericórdia, até o Cemitério São João Batista.",Aprovada,Ordinário,NELSON DE SOUSA SOARES
00111/2024,30/05/2023,"Troca de lâmpadas queimadas em toda extensão da Rua João Annicchino, com atenção especial ao trecho entre a Avenida Pio XII e a Rua Vinícius de Moraes.",Aprovada,Ordinário,NELSON DE SOUSA SOARES
00110/2024,24/05/2023,Construção de uma ponte ligando os Bairros Jardim Elisa e Nova Aparecida.,Aprovada,Ordinário,ODÉSIO DE JESUS FERRAZ
00109/2024,24/05/2023,"Poda de árvores existentes em toda extensão da Rua Érico Veríssimo, no Bairro Morada do Sol.",Aprovada,Ordinário,ODÉSIO DE JESUS FERRAZ
00108/2024,24/05/2023,Recapeamento do final da Rua Vinícius de Moraes no Bairro Morada do Sol.,Aprovada,Ordinário,ODÉSIO DE JESUS FERRAZ
00107/2024,24/05/2023,Construção de um mini parque com área de lazer no terreno existente na confluência da Rua José Busato com a Avenida José Annicchino.,Aprovada,Ordinário,ODÉSIO DE JESUS FERRAZ
00106/2024,24/05/2023,"Manutenção e melhorias na sinalização de trânsito horizontal e vertical da Alameda Faustina Franchi Annicchino, com atenção especial na entrada do Bairro Parque Residencial Santa Rita.",Retirada,Ordinário,NELSON DE SOUSA SOARES
00105/2024,23/05/2023,"Retirada das pedras soltas existentes no trecho que não recebeu o asfalto da Rua Anatólio Pellegrini, no Bairro Vila Fátima.",Aprovada,Ordinário,"RUAN HENRIQUE PELLEGRINI BRAGGION, VINÍCIUS SCARSO"
00104/2024,23/05/2023,"Melhorias no trecho que não recebeu o asfalto da Rua Anatólio Pellegrini, no Bairro Vila Fátima.",Aprovada,Ordinário,"RUAN HENRIQUE PELLEGRINI BRAGGION, VINÍCIUS SCARSO"
00103/2024,23/05/2023,Ofertar aulas semanais de ginástica para moradores do Bairro Santo Antônio e adjacentes.,Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00102/2024,23/05/2023,"Operação tapa-buraco nas ruas do entorna da Capela de Santo Antônio, no Bairro Santo Antônio.",Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00101/2024,23/05/2023,Manutenção de todas as ruas do Bairro Chácara Pagoto.,Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00100/2024,23/05/2023,"Viabilize que os novos bairros a serem implantados no município tenham iluminação de LED, viabilize ainda substituir o modelo atual de iluminação pública, pela nova tecnologia de LED em todo município.",Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00099/2024,22/05/2023,Realizar “blitz” com intuito de distribuir e instalar antenas corta-pipa,Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00098/2024,18/05/2023,"Manutenção no bueiro (boca de lobo) existente na Rua General Osório, no Centro, próximo à Radio Raízes FM, o qual se encontra danificado.",Aprovada,Ordinário,THIAGO JUNIOR ANESIO BRAGGION
00096/2024,18/05/2023,"Providencias necessárias para infraestrutura e asfaltamento na Rua Brasília, no Bairro São José.",Aprovada,Ordinário,"ELISSANDRO DA SILVA LEITE - SANDRO MODAS, INÊS LUIZA FELIX DA COSTA, ODÉSIO DE JESUS FERRAZ"
01124/2023,16/05/2023,"PROJETO DE LEI 011/2023, DO PODER LEGISLATIVO MUNICIPAL, DE AUTORIA DOS VEREADORES JOSÉ EDUARDO DE CAMPOS PACHECO E NELSON DE SOUSA SOARES, QUE OFICIALIZA E DÁ DENOMINAÇÃO DE ""MÁRIO MASCHIETTO""	A PONTE LOCALIZADO NA RUA PIRACICABA, NO BAIRRO BOSQUE DOS PINHEIROS.",Não Especificado,,"JOSÉ EDUARDO DE CAMPOS PACHECO, NELSON DE SOUSA SOARES"
00097/2024,16/05/2023,"Implantação de loteamento urbanizado, que possam ser destinados à Servidores Públicos que não possuem casa própria.",Aprovada,Ordinário,INÊS LUIZA FELIX DA COSTA
00095/2024,16/05/2023,Disponibilizar nos finais de semana um canal de comunicação e um servidor para atuar em regime de plantão para orientar e atender os munícipes em caso de emergência/urgência.,Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00094/2024,15/05/2023,"Manutenção nos dois sentidos do acostamento, da Avenida Doutor Ênio Pires de Camargo.",Aprovada,Ordinário,JOSÉ EDUARDO BOMBONATTI
00093/2024,15/05/2023,"Manutenção nos dois sentidos do acostamento, da Avenida Doutor Ênio Pires de Camargo, próximo a ETA 2 (Estação de tratamento de Água), Mozart do Prado.",Aprovada,Ordinário,JOSÉ EDUARDO BOMBONATTI
01116/2023,11/05/2023,"INDICAÇÃO 378/2023 - CONSTRUÇÃO DE UM ""SARJETÃO"" NO CRUZAMENTO DAS RUAS MÁRIO PAGOTTO E NOEL ROSA, NO BAIRRO MORADA DO SOL.",Não Especificado,,ODÉSIO DE JESUS FERRAZ
01115/2023,11/05/2023,"INDICAÇÃO 377/2023 - CONSERTO DAS CALÇADAS DANIFICADAS DURANTE AS OBRAS,    DE ASFALTAMENTO DA RUA PIRACICABA, NO BAIRRO BOSQUE DOS PINHEIROS.",Não Especificado,,PALOMA TATIANE DA SILVA
01114/2023,11/05/2023,INDICAÇÃO 376/2023 - IMPLANTAÇÃO DE ILUMINAÇÃO PÚBLICA EM TODA EXTENSÃO DA RUA MÁRIO STÊNICO.,Não Especificado,,PALOMA TATIANE DA SILVA
01113/2023,11/05/2023,INDICAÇÃO 375/2023 - ADEQUAÇÃO DE TODOS OS TERRENOS E ESPAÇOS UTILIZADOS PELA POPULAÇÃO PARA A PRATICA ESPORTIVA.,Não Especificado,,"MARCOS SABINO FERNANDES, RUAN HENRIQUE PELLEGRINI BRAGGION"
01112/2023,11/05/2023,"PROJETO DE LEI Nº 010/2023, DO PODER LEGISLATIVO MUNICIPAL, DE AUTORIA DA VEREADORA PALOMA TATIANE DA SILVA, QUE INSTITUI NO MUNICÍPIO DE CAPIVARI, O MÊS DE MAIO DEDICADO ÀS AÇÕES DE CONSCIENTIZAÇÃO E INCENTIVO AO CUIDADO E PROMOÇÃO DA SAÚDE MENTAL MATERNA. CONSUBSTANCIADO NA JUSTIFICATIVA ANEXA.",Não Especificado,,PALOMA TATIANE DA SILVA
01097/2023,10/05/2023,"INDICAÇÃO 374/2023 -IMPLANTAÇÃO DE LOMBADAS NA RUA OLGA QUAGLIATO MARCHIORETO, NO BAIRRO JARDIM DOS POETAS.",Não Especificado,,MARCOS SABINO FERNANDES
